,age,job,marital,education,default,y
762,57,technician,married,secondary,no,no
763,30,self-employed,single,tertiary,no,no
764,42,technician,married,tertiary,no,no
765,51,blue-collar,divorced,secondary,no,no
766,44,admin.,divorced,secondary,no,no
767,46,technician,married,secondary,yes,no
768,29,student,single,secondary,no,no
769,39,blue-collar,married,primary,no,no
770,42,services,married,secondary,no,no
771,50,blue-collar,married,primary,no,no
772,42,technician,single,secondary,no,no
773,39,admin.,married,secondary,no,no
774,55,technician,single,tertiary,no,no
775,46,services,married,secondary,no,no
776,42,blue-collar,married,secondary,no,no
777,45,management,married,tertiary,no,no
778,43,blue-collar,married,primary,no,no
779,42,admin.,married,secondary,no,no
780,30,admin.,married,secondary,no,no
781,47,blue-collar,married,secondary,no,no
782,51,services,divorced,secondary,no,no
783,38,technician,single,secondary,no,no
784,57,technician,married,unknown,no,no
785,42,management,divorced,tertiary,no,no
786,32,technician,divorced,secondary,no,no
787,46,management,married,tertiary,no,no
788,29,student,single,tertiary,no,no
789,59,retired,married,secondary,no,no
790,32,blue-collar,single,secondary,no,no
791,44,blue-collar,married,primary,no,no
792,40,retired,married,primary,no,no
793,31,blue-collar,single,secondary,no,no
794,46,self-employed,married,tertiary,no,no
795,43,management,married,tertiary,no,no
796,34,services,married,secondary,no,no
797,39,management,married,tertiary,no,no
798,30,blue-collar,divorced,secondary,no,no
799,56,retired,married,secondary,no,no
800,29,technician,married,secondary,no,no
801,40,blue-collar,divorced,secondary,no,no
802,36,services,married,secondary,no,no
803,37,blue-collar,single,secondary,no,no
804,35,admin.,married,secondary,no,no
805,35,blue-collar,married,primary,yes,no
806,47,services,married,primary,no,no
807,31,services,married,secondary,no,no
808,56,retired,single,primary,no,no
809,57,technician,married,secondary,no,no
810,36,blue-collar,married,secondary,no,no
811,45,self-employed,divorced,secondary,no,no
812,47,blue-collar,married,unknown,no,no
813,29,technician,single,tertiary,no,no
814,57,services,married,secondary,no,no
815,45,blue-collar,married,primary,no,no
816,31,blue-collar,single,primary,no,no
817,31,management,divorced,tertiary,no,no
818,37,technician,single,tertiary,no,no
819,30,technician,single,tertiary,no,no
820,58,services,divorced,secondary,no,no
821,33,services,married,secondary,no,no
822,39,blue-collar,married,primary,no,no
823,33,blue-collar,single,primary,no,no
824,34,services,married,secondary,no,no
825,36,services,divorced,secondary,no,no
826,37,services,single,secondary,no,no
827,35,blue-collar,married,secondary,no,no
828,55,retired,married,secondary,no,no
829,34,management,single,tertiary,no,no
830,40,management,divorced,tertiary,no,no
831,42,blue-collar,single,primary,no,no
832,37,blue-collar,married,secondary,no,no
833,42,management,married,tertiary,no,no
834,35,technician,single,secondary,no,no
835,44,technician,divorced,secondary,no,no
836,30,services,single,secondary,no,no
837,45,entrepreneur,married,secondary,no,no
838,35,blue-collar,single,unknown,yes,no
839,36,admin.,divorced,secondary,no,no
840,49,blue-collar,married,secondary,no,no
841,31,blue-collar,single,secondary,no,no
842,31,technician,single,secondary,no,no
843,39,blue-collar,married,secondary,no,no
844,37,services,single,secondary,no,no
845,33,blue-collar,married,primary,no,no
846,37,management,married,tertiary,no,no
847,42,services,married,secondary,no,no
848,56,blue-collar,married,secondary,no,no
849,37,admin.,single,secondary,no,yes
850,36,services,single,secondary,no,no
851,29,technician,single,tertiary,no,no
852,54,management,married,tertiary,yes,no
853,38,blue-collar,married,secondary,no,no
854,43,blue-collar,divorced,secondary,no,no
855,47,admin.,single,secondary,no,no
856,47,blue-collar,married,secondary,no,no
857,38,services,married,secondary,no,no
858,40,blue-collar,married,secondary,no,no
859,33,services,divorced,secondary,no,no
860,33,retired,married,secondary,no,no
861,53,admin.,divorced,unknown,no,no
862,37,services,married,primary,no,no
863,40,management,single,tertiary,no,no
864,37,blue-collar,married,primary,no,no
865,35,technician,married,secondary,no,no
866,49,blue-collar,married,primary,no,no
867,26,blue-collar,single,secondary,no,no
868,38,management,single,tertiary,no,no
869,52,self-employed,married,secondary,no,no
870,33,services,divorced,secondary,no,no
871,31,admin.,single,secondary,no,no
872,32,blue-collar,married,secondary,no,no
873,35,blue-collar,single,primary,no,no
874,55,management,divorced,tertiary,no,no
875,32,blue-collar,divorced,primary,no,no
876,37,unknown,single,unknown,no,no
877,45,blue-collar,married,secondary,no,yes
878,31,technician,married,secondary,no,no
879,38,admin.,married,secondary,no,no
880,37,services,married,secondary,no,no
881,38,blue-collar,married,secondary,no,no
882,33,housemaid,married,tertiary,no,no
883,38,blue-collar,married,primary,no,no
884,37,management,single,tertiary,yes,no
885,29,unemployed,married,tertiary,no,no
886,42,management,married,tertiary,no,no
887,40,blue-collar,married,secondary,no,no
888,32,management,married,tertiary,no,no
889,47,management,divorced,tertiary,no,no
890,29,student,single,secondary,no,no
891,53,services,divorced,primary,no,yes
892,31,services,married,tertiary,no,no
893,59,blue-collar,married,secondary,no,no
894,29,entrepreneur,married,primary,no,no
895,59,blue-collar,married,primary,no,no
896,44,blue-collar,married,primary,no,no
897,38,admin.,single,secondary,no,yes
898,49,admin.,married,secondary,no,no
899,43,blue-collar,married,secondary,no,no
900,52,admin.,single,secondary,no,no
901,40,admin.,married,secondary,no,no
902,32,services,married,secondary,no,no
903,47,admin.,married,primary,no,no
904,33,management,married,tertiary,no,no
905,35,management,married,tertiary,no,no
906,27,services,single,secondary,no,no
907,50,blue-collar,married,primary,no,no
908,44,retired,married,secondary,no,no
909,43,self-employed,married,primary,no,no
910,51,blue-collar,married,unknown,no,no
911,32,admin.,single,secondary,no,no
912,47,management,divorced,tertiary,no,no
913,34,admin.,divorced,secondary,no,no
914,57,self-employed,married,primary,no,no
915,43,admin.,single,secondary,no,no
916,40,services,single,tertiary,no,no
917,28,blue-collar,single,secondary,no,no
918,38,blue-collar,married,unknown,no,no
919,37,unemployed,divorced,secondary,no,no
920,44,admin.,married,secondary,no,no
921,41,technician,married,secondary,no,no
922,37,self-employed,married,tertiary,no,no
923,30,services,single,tertiary,no,no
924,32,blue-collar,married,secondary,no,no
925,30,management,single,tertiary,no,no
926,35,services,married,secondary,no,no
927,55,blue-collar,married,secondary,no,no
928,52,blue-collar,married,secondary,no,no
929,33,admin.,married,secondary,no,no
930,55,retired,married,primary,no,no
931,33,blue-collar,married,secondary,no,no
932,40,blue-collar,married,secondary,yes,no
933,39,blue-collar,married,secondary,yes,no
934,54,blue-collar,married,secondary,no,no
935,39,blue-collar,married,primary,no,no
936,49,blue-collar,married,secondary,no,no
937,52,admin.,married,secondary,no,no
938,27,management,single,tertiary,no,no
939,26,services,married,secondary,no,no
940,40,blue-collar,married,secondary,no,no
941,47,blue-collar,married,secondary,yes,no
942,31,services,single,secondary,no,no
943,53,blue-collar,single,secondary,no,no
944,31,services,married,secondary,no,no
945,33,admin.,married,secondary,no,no
946,35,services,married,secondary,no,no
947,46,entrepreneur,married,unknown,no,no
948,31,management,married,secondary,no,no
949,35,technician,single,secondary,no,no
950,29,management,married,secondary,no,no
951,51,technician,married,secondary,no,no
952,33,blue-collar,married,primary,no,no
953,37,management,married,tertiary,no,no
954,43,admin.,single,unknown,no,no
955,42,technician,married,tertiary,no,no
956,28,blue-collar,married,secondary,no,no
957,57,retired,married,secondary,no,no
958,38,services,married,secondary,no,no
959,39,blue-collar,married,primary,no,no
960,36,technician,married,tertiary,no,no
961,57,retired,married,tertiary,no,no
962,44,management,married,unknown,no,no
963,48,services,divorced,secondary,no,no
964,46,blue-collar,married,primary,no,no
965,43,admin.,married,secondary,no,no
966,49,services,married,secondary,no,no
967,29,services,single,secondary,no,no
968,53,blue-collar,married,secondary,no,no
969,30,services,single,secondary,no,no
970,41,management,divorced,secondary,no,no
971,33,technician,married,secondary,no,no
972,47,blue-collar,married,primary,no,no
973,58,retired,married,secondary,no,no
974,31,unemployed,married,secondary,no,no
975,38,admin.,single,secondary,no,no
976,60,retired,married,secondary,no,no
977,33,management,single,tertiary,no,no
978,33,unemployed,single,tertiary,no,no
979,52,admin.,married,primary,no,no
980,42,blue-collar,married,primary,no,no
981,30,technician,single,secondary,no,no
982,33,entrepreneur,divorced,tertiary,no,no
983,46,admin.,divorced,secondary,no,no
984,51,blue-collar,married,primary,no,no
985,40,unemployed,single,secondary,no,no
986,50,admin.,married,secondary,no,no
987,42,entrepreneur,married,tertiary,no,no
988,38,technician,married,secondary,no,no
989,36,admin.,single,primary,no,no
990,37,unemployed,divorced,primary,no,no
991,33,management,married,tertiary,no,no
992,38,blue-collar,single,secondary,no,no
993,52,blue-collar,married,tertiary,no,no
994,29,blue-collar,married,secondary,no,no
995,37,blue-collar,married,primary,no,no
996,34,admin.,married,secondary,no,no
997,43,blue-collar,married,primary,no,no
998,49,services,married,secondary,no,no
999,33,technician,single,secondary,no,no
1000,47,admin.,married,unknown,no,no
1001,50,technician,married,secondary,no,no
1002,30,blue-collar,single,primary,no,no
1003,44,services,married,primary,no,no
1004,44,blue-collar,divorced,secondary,no,no
1005,30,services,single,secondary,no,no
1006,40,blue-collar,married,unknown,no,no
1007,41,blue-collar,married,unknown,no,no
1008,34,blue-collar,married,primary,no,no
1009,53,services,married,primary,no,no
1010,35,blue-collar,married,primary,no,no
1011,34,technician,divorced,secondary,no,no
1012,39,admin.,single,secondary,no,no
1013,39,management,single,tertiary,no,no
1014,52,services,divorced,secondary,no,no
1015,34,blue-collar,married,secondary,no,no
1016,37,blue-collar,divorced,primary,no,no
1017,39,admin.,married,secondary,no,no
1018,52,entrepreneur,divorced,primary,no,no
1019,35,blue-collar,married,primary,no,no
1020,36,entrepreneur,married,tertiary,no,no
1021,48,technician,married,secondary,no,no
1022,31,admin.,divorced,secondary,no,no
1023,43,technician,divorced,tertiary,no,no
1024,43,blue-collar,single,primary,no,no
1025,39,blue-collar,married,secondary,no,no
1026,40,technician,married,primary,no,no
1027,58,management,married,tertiary,no,no
1028,31,blue-collar,married,primary,no,no
1029,41,blue-collar,married,secondary,no,no
1030,37,management,married,tertiary,no,no
1031,44,services,divorced,secondary,no,no
1032,37,technician,married,tertiary,no,no
1033,39,blue-collar,married,primary,no,no
1034,41,blue-collar,single,secondary,no,no
1035,52,blue-collar,divorced,primary,no,no
1036,29,blue-collar,single,primary,no,no
1037,60,blue-collar,divorced,secondary,no,no
1038,32,technician,married,secondary,no,no
1039,50,services,single,primary,no,no
1040,56,blue-collar,married,primary,no,no
1041,48,admin.,married,secondary,no,no
1042,29,blue-collar,married,primary,no,no
1043,40,blue-collar,married,secondary,no,no
1044,42,admin.,divorced,secondary,no,no
1045,34,blue-collar,married,secondary,no,no
1046,23,management,single,tertiary,no,no
1047,30,technician,single,tertiary,no,no
1048,51,management,married,primary,no,no
1049,52,technician,single,secondary,no,no
1050,45,technician,married,secondary,no,no
1051,41,blue-collar,married,secondary,no,no
1052,27,student,single,secondary,no,no
1053,50,blue-collar,married,secondary,no,no
1054,36,blue-collar,married,primary,no,no
1055,46,blue-collar,married,primary,no,no
1056,44,blue-collar,married,primary,no,no
1057,47,blue-collar,married,secondary,no,no
1058,40,blue-collar,married,secondary,no,no
1059,36,services,single,secondary,no,no
1060,46,blue-collar,married,secondary,no,no
1061,58,technician,married,secondary,no,no
1062,30,technician,divorced,tertiary,no,no
1063,43,blue-collar,married,secondary,no,no
1064,29,services,single,secondary,no,no
1065,41,management,married,tertiary,no,no
1066,44,entrepreneur,married,primary,no,no
1067,44,services,divorced,secondary,no,no
1068,59,blue-collar,married,primary,no,no
1069,39,management,single,unknown,no,no
1070,42,management,married,secondary,no,no
1071,31,admin.,married,secondary,no,no
1072,29,unknown,single,primary,no,no
1073,39,blue-collar,single,secondary,no,no
1074,44,blue-collar,married,primary,no,no
1075,49,services,single,primary,no,no
1076,39,housemaid,married,secondary,no,no
1077,27,blue-collar,single,secondary,no,no
1078,56,management,married,primary,no,no
1079,43,technician,married,tertiary,no,no
1080,37,self-employed,married,primary,no,no
1081,54,technician,single,secondary,no,no
1082,38,blue-collar,married,secondary,no,no
1083,31,blue-collar,married,primary,no,no
1084,34,blue-collar,married,secondary,no,no
1085,35,admin.,married,primary,no,no
1086,44,blue-collar,single,unknown,no,no
1087,30,blue-collar,married,secondary,no,yes
1088,51,technician,married,secondary,no,no
1089,37,blue-collar,married,primary,no,no
1090,39,blue-collar,married,tertiary,no,no
1091,33,management,single,tertiary,no,no
1092,37,management,divorced,tertiary,no,no
1093,46,blue-collar,single,secondary,no,no
1094,32,admin.,married,secondary,no,no
1095,43,entrepreneur,married,primary,no,no
1096,59,housemaid,divorced,unknown,no,no
1097,46,admin.,married,primary,no,no
1098,47,blue-collar,married,primary,no,no
1099,31,services,single,secondary,no,no
1100,30,blue-collar,married,primary,no,no
1101,38,blue-collar,married,primary,no,no
1102,44,blue-collar,single,secondary,no,no
1103,52,technician,married,unknown,no,no
1104,29,services,single,secondary,no,no
